#{"t_start": 1773433834.007282, "env_id": "None"}
r,l,t
0.685178,1,1.248495
3.565188,1,1.365732
7.392423,1,1.491729
5.81968,1,1.620084
1.307215,1,1.708867
8.329066,1,1.865955
7.407464,1,1.926713
7.779393,1,2.036807
6.071732,1,2.17845
4.165069,1,2.257662
6.515414,1,2.444639
5.52142,1,2.491769
4.657081,1,2.604542
53.841213,1,2.759078
6.82762,1,2.845537
20.198656,1,2.939329
4.197249,1,3.088038
5.509414,1,3.215681
8.04754,1,3.32808
22.333546,1,3.483879
5.143563,1,3.6307
83.486008,1,3.705415
7.873015,1,3.859348
1.436055,1,3.981461
4.269637,1,4.145558
8.039939,1,4.260262
2.325259,1,4.30422
7.753987,1,4.454399
4.640983,1,4.594609
6.712151,1,4.735
5.897927,1,4.831282
2.897456,1,4.91972
20.210548,1,5.068375
3.505249,1,5.212168
5.032001,1,5.305333
7.268214,1,5.473771
7.174931,1,5.62243
6.086793,1,5.751342
1.590978,1,5.842829
6.266979,1,5.934799
20.06401,1,6.055365
8.23017,1,6.208442
7.727148,1,6.336008
3.117603,1,6.425855
0.808014,1,6.539423
6.352333,1,6.64389
5.970953,1,6.779468
1.169993,1,6.849816
2.787557,1,6.983914
2.121845,1,7.086842
7.594945,1,7.261113
6.713242,1,7.412361
26.161042,1,7.504478
4.984872,1,7.589584
8.216109,1,7.78124
20.285839,1,7.877354
7.602426,1,8.020911
2.455786,1,8.093903
8.298102,1,8.232161
4.968734,1,8.357313
6.432543,1,8.498461
1.737812,1,8.563726
1.820712,1,8.715164
6.604183,1,8.834646
2.145067,1,8.920621
31.83363,1,9.058008
6.984019,1,9.142684
20.439882,1,9.322306
6.325709,1,9.442743
20.001793,1,9.546489
2.509582,1,9.617265
5.8018,1,9.78515
2.504547,1,9.871986
8.305737,1,10.022203
2.256639,1,10.128144
6.596247,1,10.30399
4.546758,1,10.392101
5.84616,1,10.521543
6.24138,1,10.64797
20.210705,1,10.744489
6.674772,1,10.869182
36.057433,1,10.95897
7.314897,1,11.094763
7.064801,1,11.273611
5.81331,1,11.31188
5.800352,1,11.477975
